piA piG piC piT TT_ratio perturbation RootInferenceParamRateMatrix[0,1] RootInferenceParamRateMatrix[0,2] RootInferenceParamRateMatrix[0,3] RootInferenceParamRateMatrix[1,0] RootInferenceParamRateMatrix[1,2] RootInferenceParamRateMatrix[1,3] RootInferenceParamRateMatrix[2,0] RootInferenceParamRateMatrix[2,1] RootInferenceParamRateMatrix[2,3] RootInferenceParamRateMatrix[3,0] RootInferenceParamRateMatrix[3,1] RootInferenceParamRateMatrix[3,2] StatPiA StatPiG StatPiC StatPiT gammaShape treeState LogLikelihood
0.2695151 0.2273974 0.2010510 0.3020365 2.3210525 0.4458537 0.3560883 0.2186237 0.1325390 1.1023939 0.3269986 0.3806082 0.1833899 0.1058166 0.7223212 0.2065347 0.1607843 0.7082553 0.3216094 0.1051730 0.2969487 0.2762690 0.4790200 ((M_sylvanus:0.0693596,(M_mulatta:0.0266768,Macaca_fuscata:0.0122263):0.0677353):0.0726914,(M_fascicularis:0.2065595,((Gorilla:0.0501847,(Pan:0.0866628,(Homo_sapiens:0.0366124,Tarsius_syrichta:0.2927729):0.0237878):0.0099569):0.1350312,(Saimiri_sciureus:0.2928192,(Hylobates:0.1217444,(Lemur_catta:0.2208986,Pongo:0.1457117):0.0351162):0.0141721):0.0499284):0.2136002):0.0672562); -6170.0171513
0.2695151 0.2273974 0.2010510 0.3020365 2.9861662 0.3997854 0.3903247 0.2134988 0.1148518 1.1311830 0.3020620 0.3770393 0.1983452 0.1210076 0.7283444 0.1444576 0.1554014 0.8141181 0.3135438 0.1111833 0.3055435 0.2697294 0.4937340 ((M_sylvanus:0.0662446,(M_mulatta:0.0306539,Macaca_fuscata:0.0110410):0.0472891):0.0773484,(M_fascicularis:0.0016610,((Gorilla:0.0531468,(Pan:0.0598604,(Homo_sapiens:0.0370474,Tarsius_syrichta:0.2927729):0.0237878):0.0102043):0.1172943,(Saimiri_sciureus:0.2955057,(Hylobates:0.1217444,(Lemur_catta:0.2208986,Pongo:0.1296948):0.0351162):0.0138193):0.0049215):0.2201483):0.0017207); -6070.5550576
0.2695151 0.2273974 0.2010510 0.3020365 2.9861662 0.3997854 0.4249574 0.2220617 0.1490263 1.1556533 0.2449335 0.3041851 0.2077699 0.1068609 0.7283444 0.1761654 0.1554014 0.8141181 0.3129279 0.1210192 0.3015276 0.2645253 0.4937340 ((M_sylvanus:0.0662446,(M_mulatta:0.0306539,Macaca_fuscata:0.0096482):0.0472891):0.0415612,(M_fascicularis:0.0020190,((Gorilla:0.0528025,(Pan:0.0565558,(Homo_sapiens:0.0370474,Tarsius_syrichta:0.3222924):0.0223028):0.0140630):0.0978046,(Saimiri_sciureus:0.2964922,(Hylobates:0.1227751,(Lemur_catta:0.2208986,Pongo:0.1296948):0.0351162):0.0138193):0.0050583):0.2298964):0.0050183); -6042.6490159
0.2476697 0.2022846 0.2339423 0.3161034 2.9861662 0.3870518 0.3802369 0.2459346 0.1657680 1.4127828 0.2167410 0.2946181 0.2591061 0.0997979 0.7614648 0.1746340 0.1540117 0.9172932 0.3392653 0.1031392 0.3029306 0.2546649 0.4686458 (Saimiri_sciureus:0.1091007,((Lemur_catta:0.2453043,Pongo:0.1303775):0.0351162,(Hylobates:0.1238052,((M_fascicularis:0.0022065,(M_sylvanus:0.0870040,(M_mulatta:0.0189275,Macaca_fuscata:0.0096482):0.0499712):0.0465795):0.2316072,(Gorilla:0.0528025,(Pan:0.0306006,(Homo_sapiens:0.0418819,Tarsius_syrichta:0.3222924):0.0183422):0.0136160):0.0904298):0.0050583):0.0143958):0.1873914); -6003.5543820
0.2613624 0.1105766 0.4513991 0.1766619 2.3732963 0.4755240 0.4308784 0.2516559 0.1955299 1.7045756 0.1985380 0.2696153 0.2500370 0.0991012 0.7864193 0.1401808 0.1540117 1.0863900 0.3217876 0.0967088 0.3294047 0.2520990 0.4150936 (Hylobates:0.0490299,((Gorilla:0.0552776,(Pan:0.0339658,(Homo_sapiens:0.0338644,Tarsius_syrichta:0.3201810):0.0172751):0.0171103):0.0904298,((M_fascicularis:0.0185925,(M_sylvanus:0.0870040,(M_mulatta:0.0173966,Macaca_fuscata:0.0088470):0.0071663):0.0465795):0.2316072,(Pongo:0.1680961,(Lemur_catta:0.6308985,Saimiri_sciureus:0.2601514):0.0286945):0.0143958):0.0063430):0.0769084); -5960.2689594
#Acceptance rate for Dirichlet random walk proposal with nudge for RootInferenceParamComposition = 0.1388889
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamTTRatio = 0.3055556
#Acceptance rate for Mixture Kernerl for Perturbation for RootInferenceParamPerturbation = 0.5555556
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,1] = 0.6944444
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,2] = 0.5000000
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,3] = 0.7777778
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,0] = 0.6666667
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,2] = 0.8333333
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,3] = 0.6944444
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,0] = 0.7222222
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,1] = 0.6111111
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,3] = 0.3888889
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,0] = 0.6944444
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,1] = 0.3888889
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,2] = 0.5555556
#Acceptance rate for Mixture Kernerl for Branch Length for treeState = 0.5126263
#Acceptance rate for NNI proposal for treeState = 0.3055556
#Acceptance rate for SPR proposal for treeState = 0.1388889
#Acceptance rate for Root proposal for treeState = 0.1666667
#Acceptance rate for Log-normal random walk proposal for gammaShape = 0.5833333
