piA piG piC piT TT_ratio perturbation RootInferenceParamRateMatrix[0,1] RootInferenceParamRateMatrix[0,2] RootInferenceParamRateMatrix[0,3] RootInferenceParamRateMatrix[1,0] RootInferenceParamRateMatrix[1,2] RootInferenceParamRateMatrix[1,3] RootInferenceParamRateMatrix[2,0] RootInferenceParamRateMatrix[2,1] RootInferenceParamRateMatrix[2,3] RootInferenceParamRateMatrix[3,0] RootInferenceParamRateMatrix[3,1] RootInferenceParamRateMatrix[3,2] StatPiA StatPiG StatPiC StatPiT gammaShape treeState LogLikelihood
0.4497358 0.1144716 0.2547130 0.1810795 2.7325654 0.3835098 0.3411388 0.1765834 0.1274603 1.2302707 0.4981110 0.2235376 0.1754218 0.1557058 0.7309771 0.1688716 0.0671834 0.9853525 0.3307713 0.0925589 0.3285716 0.2480982 0.4212105 ((Saimiri_sciureus:0.3723385,(Hylobates:0.1801473,(Pongo:0.0918076,(Pan:0.0185058,(Gorilla:0.0859875,Homo_sapiens:0.0595069):0.0563187):0.1021491):0.0479381):0.0913457):0.0922830,(Tarsius_syrichta:0.6412601,((Lemur_catta:0.6318356,M_fascicularis:0.0609707):0.0054620,(M_sylvanus:0.1664693,(M_mulatta:0.0410299,Macaca_fuscata:0.0342941):0.0043371):0.0142761):0.1453658):0.0144170); -5910.8360091
0.3188622 0.1023897 0.3522577 0.2264904 3.1213805 0.4239249 0.3842806 0.1694518 0.1268245 1.2824310 0.4963594 0.2315818 0.1864507 0.1475241 0.7583655 0.1712039 0.0532031 0.9868452 0.3284697 0.0932675 0.3234968 0.2547660 0.4497807 (Tarsius_syrichta:0.3837620,((Saimiri_sciureus:0.3723385,(Hylobates:0.1389086,(Pongo:0.0927303,(Pan:0.0624649,(Gorilla:0.0768257,Homo_sapiens:0.0360734):0.0563187):0.1162047):0.0658798):0.0546053):0.1056469,((Lemur_catta:0.6318356,M_fascicularis:0.0609707):0.0054620,(M_sylvanus:0.1664693,(M_mulatta:0.0376543,Macaca_fuscata:0.0342941):0.0038207):0.0152084):0.1453658):0.2562028); -5900.9004830
0.3188622 0.1023897 0.3522577 0.2264904 3.1213805 0.4434137 0.3269669 0.1563364 0.1267087 1.5341221 0.4441349 0.2315818 0.1895108 0.1475241 0.7797003 0.1420981 0.0469977 1.1774382 0.3573370 0.0797940 0.3286794 0.2341895 0.3943281 (Tarsius_syrichta:0.4477915,((M_fascicularis:0.0449261,(M_sylvanus:0.0767850,(M_mulatta:0.0341306,Macaca_fuscata:0.0315626):0.0577179):0.0153302):0.1362201,(Saimiri_sciureus:0.3723385,(Hylobates:0.1389086,(Pongo:0.0997524,(Lemur_catta:0.7422603,(Gorilla:0.0699693,(Homo_sapiens:0.0360734,Pan:0.0613842):0.0586630):0.0690075):0.0471972):0.0658798):0.0546053):0.1066039):0.2269146); -5865.3016685
0.4006260 0.0647687 0.3585842 0.1760211 3.8781646 0.5169622 0.3034093 0.1513855 0.1263195 2.0005857 0.4516789 0.1893793 0.1895108 0.1483268 0.8016833 0.1284634 0.0377873 1.1889873 0.3801667 0.0650176 0.3206292 0.2341865 0.4004766 ((Gorilla:0.0499237,(Homo_sapiens:0.0360734,Pan:0.0632072):0.0586630):0.0084364,(Lemur_catta:0.7422603,(Pongo:0.0997524,(Hylobates:0.1389086,(Saimiri_sciureus:0.3865852,(Tarsius_syrichta:0.6523244,(M_fascicularis:0.0482574,(M_sylvanus:0.0782800,(M_mulatta:0.0418363,Macaca_fuscata:0.0315626):0.0577179):0.0153302):0.2276649):0.1074811):0.0729325):0.0671758):0.0034753):0.0605710); -5855.1727252
0.4006260 0.0647687 0.3585842 0.1760211 3.8781646 0.6655872 0.3037448 0.1559353 0.1187260 2.0758403 0.5143623 0.1828577 0.1969325 0.1339327 0.8334586 0.1133342 0.0437942 1.1889873 0.3744571 0.0604565 0.3235306 0.2415558 0.4117923 (M_sylvanus:0.0287945,((M_mulatta:0.0405410,Macaca_fuscata:0.0301245):0.0536578,(M_fascicularis:0.0550930,(Tarsius_syrichta:0.6523244,(Saimiri_sciureus:0.3855994,(Hylobates:0.1447489,(Pongo:0.0997524,(Lemur_catta:0.7422603,(Gorilla:0.0554275,(Homo_sapiens:0.0380228,Pan:0.0716003):0.0516207):0.0690075):0.0034753):0.0674015):0.0954540):0.0279659):0.2422979):0.0153302):0.0504832); -5848.7923259
#Acceptance rate for Dirichlet random walk proposal with nudge for RootInferenceParamComposition = 0.1666667
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamTTRatio = 0.3888889
#Acceptance rate for Mixture Kernerl for Perturbation for RootInferenceParamPerturbation = 0.5555556
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,1] = 0.6666667
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,2] = 0.6388889
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[0,3] = 0.7222222
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,0] = 0.5833333
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,2] = 0.7222222
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[1,3] = 0.6666667
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,0] = 0.7777778
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,1] = 0.6111111
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[2,3] = 0.4722222
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,0] = 0.6944444
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,1] = 0.7500000
#Acceptance rate for Log-normal random walk proposal for RootInferenceParamRateMatrix[3,2] = 0.5833333
#Acceptance rate for Mixture Kernerl for Branch Length for treeState = 0.5176768
#Acceptance rate for NNI proposal for treeState = 0.3055556
#Acceptance rate for SPR proposal for treeState = 0.1666667
#Acceptance rate for Root proposal for treeState = 0.3055556
#Acceptance rate for Log-normal random walk proposal for gammaShape = 0.5555556
